Ticker,Short Name,Market Cap,Sector,Industry,PE Ratio,Dividend Yield,Forward P/E Ratio,50日均差%,200日均差%,CurrentY成長,NextY成長,CurrentQ成長,NextQ成長,stock,ethnic_group
MSFT,Microsoft Corporation,3697921753088,technology,software-infrastructure,27.728287,0.007256634,21.034065,0.06635649,0.15368257,0.1435,0.1982,0.144,0.16459998,,
MSI,"Motorola Solutions, Inc.",75581014016,technology,communication-equipment,35.98897,0.010230622,23.504068,0.0064987643,0.06879227,0.1524,0.0963,0.0925,0.1974,,
MTB,M&T Bank Corporation,32265480192,financial-services,banks-regional,11.833687,0.026436375,10.604729,-0.08344576,0.0017461737,0.1368,0.09020001,0.0247,0.0653,,
MTD,"Mettler-Toledo International, I",29869703168,healthcare,diagnostics-research,33.62111,0.0,28.837454,0.08632732,0.13449948,0.1079,0.092,0.083900005,0.1142,,
MU,"Micron Technology, Inc.",1237995618304,technology,semiconductors,24.766382,0.00050768227,6.8972793,0.18050706,0.7016661,7.8683,1.1617,9.3961,6.4462,,
NCLH,Norwegian Cruise Line Holdings ,6529651200,consumer-cyclical,travel-services,8.618182,0.0,8.403213,-0.1949455,-0.27707532,-0.2717,0.1013,-0.2531,-1.2807001,,
NDAQ,"Nasdaq, Inc.",52823359488,financial-services,financial-data-stock-exchanges,27.55102,0.0118280705,20.19481,-0.0005266755,0.04324791,0.1882,0.13159999,0.16690001,0.1284,,
NDSN,Nordson Corporation,17805418496,industrials,specialty-industrial-machinery,32.388046,0.010434229,24.622465,0.03571602,0.12921156,0.1666,0.0868,0.14029999,0.098500006,,
NEE,"NextEra Energy, Inc.",165334646784,utilities,utilities-regulated-electric,17.811237,0.029875675,18.02933,-0.07086335,-0.09577269,0.0919,0.085200004,0.0422,0.15609999,,
NEM,Newmont Corporation,134092881920,basic-materials,gold,16.068182,0.008370581,12.425866,0.12514919,0.15308978,0.3366,0.1121,0.1362,-0.1168,,
NFLX,"Netflix, Inc.",300469911552,communication-services,entertainment,22.691824,0.0,18.92364,-0.04697755,-0.15406239,0.4165,0.0629,0.4009,0.3027,,
NI,NiSource Inc,19124856832,utilities,utilities-regulated-gas,21.212767,0.014313919,17.699665,-0.07078181,-0.11278016,0.0801,0.0979,0.1322,0.21620001,,
NKE,"Nike, Inc.",53554302976,consumer-cyclical,footwear-accessories,17.190475,0.045152355,15.892372,-0.10385813,-0.27911738,-0.1972,0.2931,-0.0912,-0.028299998,,
NOC,Northrop Grumman Corporation,72432254976,industrials,aerospace-defense,16.21692,0.017848328,16.744186,-0.060664218,-0.15156145,0.1008,0.050100002,-0.0659,0.108,,
NOW,"ServiceNow, Inc.",141639090176,technology,software-application,85.625,0.0,27.369839,0.11147167,0.16838694,0.1586,0.2308,0.0638,0.2722,,
NRG,"NRG Energy, Inc.",21599127552,utilities,utilities-independent-power-producers,26.757812,0.018057708,9.182979,-0.1508054,-0.28591534,0.0719,0.26680002,0.031600002,1.5685,,
NSC,Norfolk Southern Corporation,70527025152,industrials,railroads,26.814688,0.01747177,21.92566,-0.06277553,0.011002659,0.038,0.1042,0.0871,0.0011,,
NTAP,"NetApp, Inc.",37891190784,technology,software-infrastructure,27.285713,0.010497098,17.346556,0.043197747,0.431595,0.2307,0.111499995,0.2681,0.1163,,
NTRS,Northern Trust Corporation,31724509184,financial-services,asset-management,14.896906,0.01788209,13.679232,-0.06010659,0.07616399,0.45970002,-0.0159,0.2292,0.21360001,,
NUE,Nucor Corporation,55734280192,basic-materials,steel,19.605747,0.0091996705,12.426904,-0.0350267,0.1638393,1.4817,0.0332,1.2282,1.9371,,
NVDA,NVIDIA Corporation,5526523478016,technology,semiconductors,28.934261,0.0012314188,14.593853,0.06649082,0.15237188,0.9512,0.685,0.90269995,0.6932,,
NVR,"NVR, Inc.",16976596992,consumer-cyclical,residential-construction,16.466866,0.0,15.8228855,0.0027300261,-0.060762897,-0.1753,0.11270001,-0.0732,-0.1229,,
NWS,News Corporation,17354790912,communication-services,entertainment,31.436895,0.0060864273,21.419312,-0.017030472,0.07674738,0.1183,0.1456,0.18129998,0.1769,,
NWSA,News Corporation,15677196288,communication-services,entertainment,28.39806,0.0067340066,19.348822,0.002337044,0.10640812,0.1183,0.1456,0.18129998,0.1769,,
NXPI,NXP Semiconductors N.V.,59906646016,technology,semiconductors,20.287788,0.017451918,13.128962,-0.007862094,-0.03166162,0.2751,0.2016,0.3197,0.289,,
O,Realty Income Corporation,53489704960,real-estate,reit-retail,41.26277,0.057105027,36.400047,-0.09340803,-0.08729622,0.2905,-0.0427,0.216,0.2872,,
ODFL,"Old Dominion Freight Line, Inc.",36874858496,industrials,trucking,34.032627,0.0065009124,26.660751,-0.14149645,-0.10817508,0.2008,0.13520001,0.24540001,0.3025,,
OKE,"ONEOK, Inc.",56793563136,energy,oil-gas-midstream,15.559585,0.04618736,14.445023,-0.030374963,0.04612879,0.0664,0.0573,0.036199998,-0.023599999,,
OMC,Omnicom Group Inc.,20669222912,communication-services,advertising-agencies,203.62161,0.041010715,6.415147,-0.091717966,-0.03824928,0.2216,0.1114,0.1424,0.2447,,
ON,ON Semiconductor Corporation,28653850624,technology,semiconductors,48.104576,0.0,16.25047,-0.06908976,-0.074149795,0.36290002,0.4141,0.38729998,0.49130002,,
ORCL,Oracle Corporation,451141402624,technology,software-infrastructure,23.422293,0.013462574,13.5671015,0.056950655,-0.10114254,0.067,0.3508,0.1825,0.1297,,
ORLY,"O'Reilly Automotive, Inc.",69425012736,consumer-cyclical,auto-parts,27.244444,0.0,23.49765,-0.029229444,-0.06128761,0.1042,0.112799995,0.088199995,0.0933,,
OTIS,Otis Worldwide Corporation,25915969536,industrials,specialty-industrial-machinery,17.501286,0.025510205,14.994934,-0.049161967,-0.13861108,-0.0025,0.1238,-0.0392,0.1041,,
OXY,Occidental Petroleum Corporatio,56289583104,energy,oil-gas-e-p,16.610619,0.01746725,14.011993,-0.031395767,0.05567762,1.7773,-0.3453,0.9288,3.7082,,
PANW,"Palo Alto Networks, Inc.",306398265344,technology,software-infrastructure,913.5854,0.0,76.77078,0.059016213,0.55109227,0.090900004,0.4025,0.0446,-0.2936,,
PAYX,"Paychex, Inc.",40770445312,technology,software-application,23.421268,0.038518388,17.91202,-0.03619267,0.097894005,0.0813,0.0732,0.08140001,0.0771,,
PCAR,PACCAR Inc.,59952971776,industrials,farm-heavy-construction-machinery,23.978949,0.011679595,15.765579,-0.1059079,-0.05657563,0.32639998,0.20729999,0.42990002,0.65940005,,
PCG,Pacific Gas & Electric Co.,38670487552,utilities,utilities-regulated-electric,9.266188,0.013523957,7.1491213,-0.21516052,-0.2266772,0.0983,0.0936,-0.1573,0.090900004,,
PEG,Public Service Enterprise Group,34450792448,utilities,utilities-regulated-electric,17.19403,0.037512623,14.793191,-0.08158626,-0.12964915,0.0791,0.0691,0.0423,0.113400005,,
PEP,"Pepsico, Inc.",179205537792,consumer-defensive,beverages-non-alcoholic,17.193972,0.044355277,14.616634,-0.05247056,-0.114449605,0.051599998,0.048600003,0.0042,0.078099996,,
PFE,"Pfizer, Inc.",159191891968,healthcare,drug-manufacturers-general,36.75,0.062004328,9.641007,0.04637312,0.06256705,-0.076,-0.026300002,-0.1277,0.073,,
PFG,Principal Financial Group Inc,24320145408,financial-services,asset-management,16.180912,0.027389027,10.933238,0.0017743795,0.1303516,0.1545,0.088199995,0.1886,0.1433,,
PG,Procter & Gamble Company (The),344266506240,consumer-defensive,household-personal-products,22.389729,0.029155256,20.030272,0.014509197,0.005148806,0.012999999,0.0602,-0.051799998,0.0005,,
PGR,Progressive Corporation (The),120107974656,financial-services,insurance-property-casualty,10.383342,0.0018846588,12.707556,-0.038515132,-0.015018441,-0.0089,-0.0998,0.0357,-0.1181,,
PH,Parker-Hannifin Corporation,121679560704,industrials,specialty-industrial-machinery,33.901966,0.007723056,24.545286,-0.022133429,0.025453635,0.0954,0.1106,0.126,0.106400006,,
PHM,"PulteGroup, Inc.",23294576640,consumer-cyclical,residential-construction,12.491318,0.0084054805,11.014289,-0.031344846,-0.022178274,-0.0913,0.0983,-0.1086,0.2631,,
PKG,Packaging Corporation of Americ,21225885696,consumer-cyclical,packaging-containers,30.938961,0.022030128,18.158148,-0.015854232,0.059136994,0.0623,0.2551,0.0647,0.2069,,
PLD,"Prologis, Inc.",132087783424,real-estate,reit-industrial,30.195557,0.03062877,39.90602,-0.03780926,-0.013780008,-0.040999997,0.0225,-0.0094,-0.4724,,
PLTR,Palantir Technologies Inc.,444541796352,technology,software-infrastructure,158.11111,0.0,79.63444,0.16064738,0.21852513,1.1431,0.4452,0.96989995,0.8552,,
PM,Philip Morris International Inc,296495022080,consumer-defensive,tobacco,26.166437,0.031363346,20.713129,0.004596502,0.08014803,0.1137,0.0937,0.0364,0.1519,,
PNC,"PNC Financial Services Group, I",90943201280,financial-services,banks-regional,12.545956,0.02915327,10.650997,-0.07794585,0.0033212597,0.1389,0.1387,0.123100005,0.044,,
PNR,Pentair plc.,8856204288,industrials,specialty-industrial-machinery,14.301546,0.018644676,10.736066,-0.122374155,-0.33415446,-0.0552,0.111899994,-0.1331,0.026700001,,
PNW,Pinnacle West Capital Corporati,11290734592,utilities,utilities-regulated-electric,17.880999,0.038849,16.737305,-0.07304957,-0.057271086,-0.0673,0.19770001,-0.070199996,-2.3846002,,
PODD,Insulet Corporation,9666588672,healthcare,medical-devices,26.150095,0.0,18.075806,-0.07233739,-0.3059342,0.3084,0.1858,0.27989998,0.188,,
POOL,Pool Corporation,6127050240,industrials,industrial-distribution,15.482094,0.030073846,14.270987,-0.11018596,-0.20511796,0.025,0.074200004,-0.0093,-0.056999996,,
PPG,"PPG Industries, Inc.",23957270528,basic-materials,specialty-chemicals,15.46198,0.027065663,12.440062,-0.044981692,-0.035735585,0.0418,0.096999995,0.0026,0.1263,,
PPL,PPL Corporation,24743673856,utilities,utilities-regulated-electric,19.455622,0.033736765,15.525252,-0.062280748,-0.091012105,0.0777,0.0858,0.0951,0.14220001,,
PRU,"Prudential Financial, Inc.",40592699392,financial-services,insurance-life,10.657609,0.046401754,7.919036,-0.022403428,0.08350577,0.0057,0.0238,-0.189,0.0061000003,,
PSA,Public Storage,54132973568,real-estate,reit-industrial,27.670486,0.040448982,28.326792,-0.08065991,-0.031246856,-0.0229,0.0228,-0.072399996,-0.0396,,
PSKY,Paramount Skydance Corporation,11342870528,communication-services,entertainment,337.0,0.020181635,11.882934,0.041065976,-0.05984977,0.0912,0.4994,2.6608,0.8161,,
PSX,Phillips 66,102952091648,energy,oil-gas-refining-marketing,14.6647625,0.01887297,10.313829,0.11054692,0.43627632,3.3537,-0.111999996,3.2175,2.0654,,
PTC,PTC Inc.,15190877184,technology,software-application,13.579049,0.0,15.71404,0.007989061,-0.045674,0.025,0.0865,-0.43400002,0.0163,,
PWR,"Quanta Services, Inc.",96615178240,industrials,engineering-construction,73.527466,0.0006691462,32.595844,0.0013344025,0.07653904,0.5566,0.17819999,0.5007,0.5262,,
PYPL,"PayPal Holdings, Inc.",45245325312,financial-services,credit-services,9.99811,0.010642341,9.142278,-0.066792525,0.044868197,0.0153,0.0731,-0.0189,0.0934,,
Q,"Qnity Electronics, Inc.",26121779200,technology,semiconductor-equipment-materials,44.592857,0.0018059432,23.216206,-0.038381536,0.009013745,0.3687,0.173,0.2622,0.3195,,
QCOM,QUALCOMM Incorporated,211764363264,technology,semiconductors,22.685356,0.018483242,19.430597,0.17583784,0.17548957,-0.1285,-0.026700001,-0.2811,-0.3433,,
RCL,Royal Caribbean Cruises Ltd.,62821818368,consumer-cyclical,travel-services,14.508338,0.01998002,11.575007,-0.18603538,-0.18310039,0.1381,0.1401,0.0988,0.3065,,
REG,Regency Centers Corporation,13747076096,real-estate,reit-retail,24.757576,0.040729567,29.21126,-0.05157828,-0.03398209,-0.123500004,0.0184,0.039300002,-0.4383,,
REGN,"Regeneron Pharmaceuticals, Inc.",82765520896,healthcare,biotechnology,19.903442,0.0045604324,13.260211,0.049146127,0.09511581,0.2142,0.1668,0.3478,0.35740003,,
RF,Regions Financial Corporation,23777353728,financial-services,banks-regional,11.345529,0.037127845,9.80878,-0.09025721,-0.02684631,0.1317,0.0791,0.0444,0.204,,
RJF,"Raymond James Financial, Inc.",30618818560,financial-services,asset-management,13.908377,0.012833706,11.22679,-0.08447061,-0.010500319,0.1377,0.1706,0.0759,0.1744,,
RL,Ralph Lauren Corporation,20619030528,consumer-cyclical,apparel-manufacturing,21.805923,0.01099994,16.54643,-0.057996657,-0.05350788,0.1391,0.1067,0.112799995,0.105,,
RMD,ResMed Inc.,32019683328,healthcare,medical-instruments-supplies,21.302303,0.010732973,16.775091,0.014487188,-0.0224215,0.081499994,0.0954,0.0495,0.0788,,
ROK,"Rockwell Automation, Inc.",47535120384,industrials,specialty-industrial-machinery,40.07411,0.012826849,28.754921,-0.034944292,0.011331433,0.2561,0.1232,0.103599995,0.1293,,
ROL,"Rollins, Inc.",15810438144,consumer-cyclical,personal-services,29.872726,0.022040186,25.265844,-0.12667699,-0.35503688,0.0458,0.1103,0.0062,0.074099995,,
ROP,"Roper Technologies, Inc.",35985084416,technology,software-application,15.154102,0.009729064,14.97793,-0.06747734,-0.024680674,0.1109,0.0933,0.1262,0.1336,,
ROST,"Ross Stores, Inc.",74584809472,consumer-cyclical,apparel-retail,28.080917,0.0073513514,26.000935,-0.01955659,0.079229414,0.305,0.0332,0.1599,0.1262,,
RSG,"Republic Services, Inc.",65492836352,industrials,waste-management,30.294619,0.011686066,26.539406,-0.020101877,-0.0062952135,0.0365,0.1076,0.0150999995,0.0175,,
RTX,RTX Corporation,257408319488,industrials,aerospace-defense,33.684303,0.01425337,24.32563,-0.08186267,-0.017000297,0.1515,0.084,0.039300002,0.17799999,,
RVTY,"Revvity, Inc.",15991446528,healthcare,diagnostics-research,68.89904,0.0019499966,24.320251,0.1858443,0.37672254,0.0573,0.1014,0.0951,-0.0494,,
SATS,,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
SBAC,SBA Communications Corporation,18654533632,real-estate,reit-specialty,18.9892,0.026775584,21.48459,-0.04018723,-0.08616547,-0.2132,0.0614,-0.051599998,-0.4262,,
SBUX,Starbucks Corporation,108425404416,consumer-cyclical,restaurants,54.97688,0.026132772,30.457129,-0.087574095,-0.032488573,0.2173,0.2044,0.3489,0.3464,,
SCHW,Charles Schwab Corporation (The,173538836480,financial-services,capital-markets,18.278688,0.011040419,12.81565,-0.0609472,0.02217405,0.3321,0.207,0.2747,0.28280002,,
SHW,Sherwin-Williams Company (The),79709634560,basic-materials,specialty-chemicals,30.31856,0.009896984,24.142317,-0.031462207,-0.015243202,0.0585,0.1241,0.028199999,0.0637,,
SJM,The J.M. Smucker Company,12937356288,consumer-defensive,packaged-foods,56.33023,0.036870204,11.127804,-0.0011562683,0.12395993,0.1725,0.0125,0.2131,0.0673,,
SLB,SLB Limited,77353541632,energy,oil-gas-equipment-services,25.42439,0.022411129,16.112528,-0.0037350424,0.043155253,-0.14729999,0.29479998,-0.1001,0.0162,,
SMCI,"Super Micro Computer, Inc.",27290341376,technology,computer-hardware,12.7423315,0.0,7.7995915,0.2284634,0.31268764,0.19489999,0.22780001,1.963,0.5051,,
SNA,Snap-On Incorporated,19232143360,industrials,tools-accessories,18.969387,0.025584854,17.42472,-0.063074864,-0.017591305,0.0334,0.0771,-0.0099,0.053000003,,
SNDK,Sandisk Corporation,276298530816,technology,computer-hardware,25.552338,0.0,7.128394,0.25700793,0.7536821,2.0178,0.2318,36.8558,7.5143,,
SNPS,"Synopsys, Inc.",78425374720,technology,software-infrastructure,71.17217,0.0,23.350595,0.019821767,-0.08291597,0.1729,0.1574,0.42279997,0.1511,,
SO,Southern Company (The),97953415168,utilities,utilities-regulated-electric,20.518072,0.034870114,17.292677,-0.06945988,-0.0772018,0.0672,0.073,0.0184,-0.0062,,
SOLV,Solventum Corporation,15107355648,healthcare,medical-instruments-supplies,10.849633,0.0,12.274699,0.028093914,0.14225036,0.1693,0.012,-0.0971,0.14,,
SPG,"Simon Property Group, Inc.",78183456768,real-estate,reit-retail,14.544492,0.04293102,30.301603,-0.05909154,0.01505854,-0.010299999,0.1618,0.0186,0.7979,,
SPGI,S&P Global Inc.,118639312896,financial-services,financial-data-stock-exchanges,24.509134,0.009543353,19.903805,-0.05276627,-0.058365587,0.0023999999,0.1313,-0.0648,-0.0508,,
SRE,DBA Sempra,52952854528,utilities,utilities-diversified,23.472464,0.032118227,14.624218,-0.06489816,-0.10552248,0.08939999,0.0838,-0.0378,0.1039,,
STE,STERIS plc (Ireland),20357048320,healthcare,medical-devices,25.524448,0.012175677,17.048103,-0.07094364,-0.093579404,0.098500006,0.0963,0.0841,0.1088,,
STLD,"Steel Dynamics, Inc.",33537341440,basic-materials,steel,21.233212,0.008956911,11.959145,-0.040350445,0.09273953,1.1421,0.1432,0.9407,2.0095,,
STT,State Street Corporation,49514991616,financial-services,asset-management,15.923145,0.018221257,11.771613,-0.036737084,0.18152945,0.32990003,0.1178,0.3099,0.206,,
STX,Seagate Technology Holdings PLC,209165189120,technology,computer-hardware,66.36652,0.0033510956,16.612186,0.09157414,0.47795883,1.2966,0.5475,1.8155999,1.6946001,,
STZ,"Constellation Brands, Inc.",20084883456,consumer-defensive,beverages-brewers,11.199047,0.034546837,9.539408,-0.097882025,-0.18667723,-0.006,0.0476,-0.0194,-0.0744,,
SW,Smurfit WestRock plc,24364089344,consumer-cyclical,packaging-containers,49.414894,0.038934156,13.617667,-0.00024967917,0.08300807,0.4103,0.62240005,0.051,1.6815,,
SWK,"Stanley Black & Decker, Inc.",13913162752,industrials,tools-accessories,22.525671,0.03743798,14.441321,-0.030402422,0.10907124,0.19950001,0.1389,0.0921,0.2001,,
SWKS,"Skyworks Solutions, Inc.",13536531456,technology,semiconductors,46.6114,0.032003608,18.127413,0.30025923,0.38555294,-0.1499,-0.0155,-0.2766,-0.144,,
SYF,Synchrony Financial,23644698624,financial-services,credit-services,7.4533334,0.016,6.974697,-0.056008186,-0.032747164,-0.0056,0.105399996,-0.175,0.063,,
SYK,Stryker Corporation,105517113344,healthcare,medical-devices,28.506737,0.012691929,16.450972,-0.13841547,-0.17619254,0.0998,0.1155,0.1197,0.1494,,
SYY,Sysco Corporation,37727637504,consumer-defensive,food-distribution,21.494535,0.027667984,14.645898,-0.04627168,-0.012263566,0.1005,0.0588,0.0372,0.0956,,
T,AT&T Inc.,171994890240,communication-services,telecom-services,8.283829,0.04361493,9.771214,0.026181946,-0.001910682,0.1031,0.098400004,0.1176,0.0095999995,,
TAP,Molson Coors Beverage Company,6876421120,consumer-defensive,beverages-brewers,0.0,0.05058573,7.539286,-0.09849124,-0.15612197,-0.1248,0.0313,-0.1173,-0.1446,,
TDG,Transdigm Group Incorporated,61490712576,industrials,aerospace-defense,33.75061,0.0,23.003643,-0.072784565,-0.115328625,0.1038,0.1737,0.126,0.1699,,
TDY,Teledyne Technologies Incorpora,28403974144,technology,scientific-technical-instruments,29.67264,0.0,22.891766,-0.039323304,-0.010339689,0.1246,0.08229999,0.1042,0.0323,,
TECH,Bio-Techne Corp,11377164288,healthcare,biotechnology,62.543106,0.00441562,31.456905,0.0059791035,0.17946868,0.0458,0.1427,0.0255,0.0471,,
TEL,TE Connectivity plc,61805281280,technology,electronic-components,20.908913,0.013856484,16.532677,0.031874575,-0.00829395,0.3076,0.1273,0.2571,0.1033,,
TER,"Teradyne, Inc.",62331494400,technology,semiconductor-equipment-materials,54.689987,0.0013104785,34.215065,0.09321907,0.22369394,1.2958,0.28170002,1.4124,0.1187,,
TFC,Truist Financial Corporation,58723573760,financial-services,banks-regional,11.050575,0.04244898,9.660156,-0.062849715,-0.03613637,0.15689999,0.074099995,0.075100005,0.0738,,
TGT,Target Corporation,72242266112,consumer-defensive,discount-stores,16.49585,0.028913828,16.655233,0.04505258,0.26222733,0.3527,-0.067600004,0.1504,0.0953,,
TJX,"TJX Companies, Inc. (The)",143865593856,consumer-cyclical,apparel-retail,24.22037,0.013821013,22.653423,-0.09725792,-0.14823478,0.0943,0.0872,0.0631,-0.0617,,
TKO,"TKO Group Holdings, Inc.",35747368960,communication-services,entertainment,66.27018,0.016272498,40.345974,0.0026596298,-0.043743216,1.0591,0.0556,1.8476,34.7433,,
TMO,Thermo Fisher Scientific Inc,243485999104,healthcare,diagnostics-research,35.442413,0.0027324061,23.908833,0.10949112,0.22328229,0.098900005,0.096,0.1067,0.10560001,,
TMUS,"T-Mobile US, Inc.",174212595712,communication-services,telecom-services,17.006283,0.024686875,11.248367,-0.10153868,-0.158174,0.1261,0.2696,0.2039,0.4716,,
TPL,Texas Pacific Land Corporation,24502564864,energy,oil-gas-e-p,45.2535,0.006188659,4.858315,-0.06391834,-0.10100359,0.33470002,0.1099,0.3415,0.47529998,,
TPR,"Tapestry, Inc.",22449508352,consumer-cyclical,luxury-goods,15.486932,0.014150526,12.651229,-0.16741359,-0.18891439,0.1309,0.1162,0.1279,0.1273,,
TRGP,"Targa Resources, Inc.",60501712896,energy,oil-gas-midstream,27.0,0.015551562,23.35758,0.001259061,0.15713517,0.2782,0.0507,0.168,0.100200005,,
TRMB,Trimble Inc.,13827564544,technology,scientific-technical-instruments,0.0,0.0,14.381335,0.037152063,-0.069839664,0.1723,0.1238,0.0618,0.1588,,
TROW,"T. Rowe Price Group, Inc.",22221113344,financial-services,asset-management,10.458835,0.04912549,10.092809,-0.07206154,0.002652219,0.0523,0.0091,-0.049200002,0.0104,,
TRV,"The Travelers Companies, Inc.",75506245632,financial-services,insurance-property-casualty,9.726222,0.012259855,11.966197,-0.023129549,0.14344993,0.2346,-0.111899994,-0.16049999,-0.134,,
TSCO,Tractor Supply Company,17110958080,consumer-cyclical,specialty-retail,17.104168,0.02907516,16.033981,-0.011718553,-0.196395,-0.091000006,0.091000006,-0.168,-0.0626,,
TSLA,"Tesla, Inc.",1496483495936,consumer-cyclical,auto-manufacturers,347.61465,0.0,172.4436,0.0838212,-0.045726415,0.071,0.2359,-0.0912,-0.0125,,
TSN,"Tyson Foods, Inc.",18230353920,consumer-defensive,farm-products,31.987654,0.009611688,12.553476,-0.08162902,-0.14063588,-0.1005,0.113800004,-0.3142,0.0421,,
TT,Trane Technologies plc,96330555392,industrials,building-products-equipment,32.600147,0.009184898,24.97912,-0.046173263,-0.01714108,0.1692,0.1479,0.2166,0.2625,,
TTD,"The Trade Desk, Inc.",6231439360,communication-services,advertising-agencies,15.690477,0.0,13.057521,-0.15671746,-0.4455388,-0.3458,-0.1348,-0.4385,-0.5091,,
TTWO,"Take-Two Interactive Software, ",38430089216,communication-services,electronic-gaming-multimedia,0.0,0.0,19.969551,-0.11524044,-0.09237018,2.1373,1.8697,-0.2006,4.6463,,
TXN,Texas Instruments Incorporated,247864557568,technology,semiconductors,41.247723,0.02074796,25.496838,-0.0061249137,0.11051829,0.5607,0.1875,0.632,0.7936,,
TXT,Textron Inc.,13394339840,industrials,aerospace-defense,14.666666,0.0010074297,10.722797,-0.09037397,-0.1343825,0.0585,0.1248,-0.020599999,0.087299995,,
TYL,"Tyler Technologies, Inc.",13557249024,technology,software-application,43.50197,0.0,21.564596,-0.004279511,-0.058058806,0.1582,0.172,0.1673,0.29610002,,
UAL,"United Airlines Holdings, Inc.",37393678336,industrials,airlines,10.787453,0.0,7.9116335,-0.0147636,0.058279794,-0.1027,0.5282,0.0395,0.1425,,
UBER,"Uber Technologies, Inc.",142754529280,technology,software-application,15.326755,0.0,15.863611,-0.050399918,-0.07538847,-0.3158,0.4071,-0.6981,6.4244,,
UDR,"UDR, Inc.",12527119360,real-estate,reit-residential,21.582277,0.051047508,60.892853,-0.09322504,-0.08008768,-0.0759,,0.17799999,-0.78629994,,
UHS,"Universal Health Services, Inc.",10566727680,healthcare,medical-care-facilities,7.317959,0.0045782304,7.4706035,0.06894196,-0.020384103,0.0392,0.0623,-0.0848,-0.0274,,
ULTA,"Ulta Beauty, Inc.",23681652736,consumer-cyclical,specialty-retail,20.177048,0.0,17.265215,0.06032071,-0.0063223685,0.1292,0.10479999,0.088199995,0.132,,
UNH,UnitedHealth Group Incorporated,334757986304,healthcare,healthcare-plans,23.96851,0.023704842,16.494776,-0.07545033,0.051792275,0.2151,0.1381,0.42099997,-0.0034,,
UNP,Union Pacific Corporation,163020259328,industrials,railroads,22.219433,0.020472499,19.367912,-0.06741046,0.04315842,0.119799994,0.0851,0.1178,0.14770001,,
UPS,"United Parcel Service, Inc.",81564434432,industrials,integrated-freight-logistics,17.819702,0.069234826,11.8804655,-0.09295612,-0.08844297,0.0062,0.1201,-0.0639,0.1525,,
URI,"United Rentals, Inc.",64921407488,industrials,rental-leasing-services,25.06705,0.007301538,18.203045,-0.024141595,0.11250738,0.1718,0.1626,0.1883,0.186,,
USB,U.S. Bancorp,92610576384,financial-services,banks-regional,11.86427,0.034414295,10.267767,-0.05669662,0.035649177,0.1337,0.10520001,0.0797,0.1019,,
V,Visa Inc.,679677722624,financial-services,credit-services,30.785715,0.0072442223,24.129084,-0.01485712,0.07704153,0.1533,0.13430001,0.1507,0.1445,,
VEEV,Veeva Systems Inc.,42243637248,healthcare,health-information-services,42.842365,0.0,25.453045,0.10767325,0.30921766,0.1402,0.1099,0.1486,0.1201,,
VICI,VICI Properties Inc.,26403837952,real-estate,reit-diversified,9.294574,0.07484408,8.020066,-0.07732323,-0.13264273,0.05,0.087299995,0.0094,0.2893,,
VLO,Valero Energy Corporation,108588965888,energy,oil-gas-refining-marketing,15.720717,0.011849365,10.122486,0.10952116,0.5051076,3.4557002,-0.21190001,4.1017003,2.3536,,
VLTO,Veralto Corp,23352965120,industrials,pollution-treatment-controls,24.128464,0.0052532046,20.081846,-0.0014031623,0.02797336,0.1285,0.0838,0.0983,0.0858,,
VMC,Vulcan Materials Company (Holdi,32118681600,basic-materials,building-materials,29.264462,0.008204712,23.295591,-0.09038269,-0.13438842,0.143,0.1649,0.0584,0.33240002,,
VRSK,"Verisk Analytics, Inc.",22379026432,industrials,consulting-services,26.411674,0.011045227,19.766943,-0.090423375,-0.10585829,0.0764,0.1286,0.12060001,0.0857,,
VRSN,"VeriSign, Inc.",27067570176,technology,software-infrastructure,32.510315,0.010253748,27.0681,0.046651624,0.13422152,0.0875,0.13350001,0.0639,0.1022,,
VRT,"Vertiv Holdings, LLC",97579098112,industrials,electrical-equipment-parts,57.34389,0.00069760025,27.784477,-0.061579667,-0.030510677,0.6035,0.3545,0.474,0.62740004,,
VRTX,Vertex Pharmaceuticals Incorpor,130529837056,healthcare,biotechnology,29.976133,0.0,25.630573,0.007607093,0.09446135,-0.121199995,0.24260001,-1.2541001,-0.0933,,
VST,Vistra Corp.,47126540288,utilities,utilities-independent-power-producers,23.638048,0.006463987,13.5457535,-0.045440268,-0.101514876,3.3454,0.0959,0.47869998,4.8122,,
VTR,"Ventas, Inc.",44554522624,real-estate,reit-healthcare-facilities,157.92728,0.022980582,109.94936,-0.059649326,0.014559597,-0.0248,0.79550004,-0.0907,0.0515,,
VTRS,Viatris Inc.,19732791296,healthcare,drug-manufacturers-specialty-generic,0.0,0.028070174,6.457142,0.020953925,0.14298259,0.0704,0.0577,-0.0332,0.026500002,,
VZ,Verizon Communications Inc.,192989315072,communication-services,telecom-services,12.0963545,0.05861997,8.803,-0.027807388,0.0062857587,0.066599995,0.050300002,0.054899998,0.059699997,,
WAB,Westinghouse Air Brake Technolo,48935161856,industrials,railroads,39.04447,0.00395229,23.259584,0.010083043,0.122489765,0.21139999,0.1462,0.17790002,0.2577,,
WAT,Waters Corporation,41801646080,healthcare,diagnostics-research,108.05583,0.0,25.729616,0.065803714,0.17690538,0.11,0.1353,0.1757,0.0319,,
