Ticker,Short Name,Market Cap,Sector,Industry,PE Ratio,Dividend Yield,Forward P/E Ratio,50日均差%,200日均差%,CurrentY成長,NextY成長,CurrentQ成長,NextQ成長
GNRC,Generac Holdlings Inc.,12105744384,industrials,specialty-industrial-machinery,47.009174,0.0,16.473515,0.0076745935,-0.025600066,0.53290004,0.2802,0.3298,0.59220004
GOOG,Alphabet Inc.,4291117187072,communication-services,internet-content-information,17.596289,0.0024679888,23.57701,0.021523384,0.043700818,0.90760005,-0.2783,0.051799998,0.1864
GOOGL,Alphabet Inc.,4341260091392,communication-services,internet-content-information,17.819778,0.0024317675,23.852512,0.027180009,0.05177571,0.90790004,-0.2773,0.0519,0.18450001
GPC,Genuine Parts Company,17432367104,consumer-cyclical,auto-parts,486.34616,0.03267489,15.226153,-0.03439678,0.053334363,0.050100002,0.0731,0.0308,0.1492
GPN,Global Payments Inc.,22569302016,industrials,specialty-business-services,40.421803,0.011756408,5.334339,-0.020076409,0.11779651,0.1169,0.1715,0.0992,0.1513
GRMN,Garmin Ltd.,54058496000,technology,scientific-technical-instruments,28.897938,0.01532511,25.471056,0.0046657706,0.15756889,0.183,0.0868,0.19770001,0.0224
GS,"Goldman Sachs Group, Inc. (The)",279346937856,financial-services,capital-markets,14.823702,0.018046709,12.959049,-0.074310966,0.0026490842,0.3736,0.0519,0.3167,0.1149
GWW,"W.W. Grainger, Inc.",60185116672,industrials,industrial-distribution,32.54687,0.007318749,25.033066,-0.03542826,0.0713707,0.1767,0.0988,0.1441,0.1822
HAL,Halliburton Company,27818221568,energy,oil-gas-equipment-services,17.481676,0.020214032,11.504827,-0.028880553,-0.05197929,-0.029000001,0.2351,0.0104,-0.0654
HAS,"Hasbro, Inc.",12372420608,consumer-cyclical,leisure,15.6085415,0.03197442,13.46698,-0.035323076,-0.025845317,0.111,0.0583,0.106300004,0.025
HBAN,Huntington Bancshares Incorpora,32407455744,financial-services,banks-regional,12.338463,0.039042823,8.835373,-0.07110336,-0.057147138,0.0531,0.17719999,-0.040599998,0.0912
HCA,"HCA Healthcare, Inc.",92223143936,healthcare,medical-care-facilities,14.2895,0.0070140986,13.302421,0.048403718,-0.050639592,0.0454,0.0858,-0.0395,0.0014
HD,"Home Depot, Inc. (The)",296513372160,consumer-cyclical,home-improvement-retail,20.812326,0.015434362,18.546255,-0.103957705,-0.1314606,0.0226,0.0668,0.026800001,0.0422
HIG,"The Hartford Insurance Group, I",35411095552,financial-services,insurance-diversified,9.028315,0.017590417,9.557663,-0.059236497,-0.04037333,-0.0493,0.0721,-0.1906,-0.2045
HII,"Huntington Ingalls Industries, ",10879609856,industrials,aerospace-defense,16.454111,0.02012021,13.251892,-0.06810431,-0.20337377,0.2029,0.1254,0.2224,0.25
HLT,Hilton Worldwide Holdings Inc.,69112930304,consumer-cyclical,lodging,45.02639,0.001962516,29.371479,-0.039391052,-0.022590935,0.115,0.15619999,0.1155,0.1461
HON,Honeywell International Inc.,65441771520,industrials,conglomerates,7.938485,0.045529395,20.774706,-0.081645854,-0.10218536,-0.5753,0.1965,-0.6157,-0.5305
HOOD,"Robinhood Markets, Inc.",110856847360,financial-services,capital-markets,54.55752,0.0,36.429714,0.19505693,0.2992532,0.0186,0.33740002,-0.1526,-0.1037
HPE,Hewlett Packard Enterprise Comp,81970954240,technology,communication-equipment,31.829895,0.009183674,13.431767,0.17684506,0.76836306,0.97019994,0.2028,1.0458,0.5776
HPQ,HP Inc.,29714014208,technology,computer-hardware,12.576337,0.03456395,10.50042,0.1308335,0.41381422,0.04,-0.032899998,-0.198,-0.131
HRL,Hormel Foods Corporation,11260176384,consumer-defensive,packaged-foods,33.0,0.056072973,13.170006,-0.1361476,-0.123826906,0.0855,0.0446,0.183,0.104899995
HSIC,"Henry Schein, Inc.",9495244800,healthcare,medical-distribution,24.83965,0.0,14.203905,-0.030286511,0.06879557,0.08180001,0.1157,-0.0211,0.072399996
HST,"Host Hotels & Resorts, Inc.",15499346944,real-estate,reit-hotel-motel,14.973154,0.03663004,21.1351,-0.038867522,0.055500075,0.24870001,-0.2315,-0.64559996,0.1367
HSY,The Hershey Company,33735417856,consumer-defensive,confectioners,22.937157,0.033241063,17.014212,-0.056051128,-0.12477167,0.3454,0.16239999,0.63,0.25
HUBB,Hubbell Inc,24170373120,industrials,electrical-equipment-parts,27.086443,0.012485456,19.966246,-0.038630478,-0.06371555,0.1237,0.1197,0.111999996,0.1173
HUM,Humana Inc.,45460000768,healthcare,healthcare-plans,35.782608,0.00916576,22.85003,-0.025908232,0.3190274,-0.4659,0.8098,-1.3096001,-0.9846
HWM,Howmet Aerospace Inc.,90675470336,industrials,aerospace-defense,49.002155,0.0020899551,35.208202,-0.15041766,-0.07861871,0.415,0.21059999,0.43919998,0.3478
IBKR,"Interactive Brokers Group, Inc.",158812651520,financial-services,capital-markets,36.988094,0.0036167162,29.253181,0.017900884,0.16381131,0.2353,0.1778,0.21360001,0.1271
IBM,International Business Machines,218509230080,technology,information-technology-services,20.579412,0.02931823,17.620632,-0.0011198147,-0.10665285,0.0631,0.0683,0.089899994,0.018099999
ICE,Intercontinental Exchange Inc.,87223861248,financial-services,financial-data-stock-exchanges,21.913961,0.012864218,17.654419,0.018304182,0.0004948271,0.16950001,0.08270001,0.111,0.14770001
IDXX,"IDEXX Laboratories, Inc.",40595910656,healthcare,diagnostics-research,36.23769,0.0,30.783108,-0.064694546,-0.13748664,0.1342,0.1284,0.0904,0.0925
IEX,IDEX Corporation,16404888576,industrials,specialty-industrial-machinery,31.9727,0.012873235,23.117981,-0.026874749,0.06816569,0.1102,0.09060001,0.1015,0.0875
IFF,International Flavors & Fragran,21330536448,basic-materials,specialty-chemicals,0.0,0.019286403,21.105728,0.016265072,0.108827546,-0.22,0.20899999,-0.23200001,-0.158
INCY,Incyte Corporation,25266274304,healthcare,biotechnology,15.899235,0.0,14.028505,0.019176694,0.17995915,-0.4918,1.5713,-2.5363,0.082399994
INTC,Intel Corporation,643741843456,technology,semiconductors,0.0,0.0,59.056877,0.25425366,0.57836276,2.6197,0.35639998,0.6985,1.8726
INTU,Intuit Inc.,81271808000,technology,software-application,18.476307,0.015831657,11.230722,-0.062396336,-0.26297078,-0.0135,0.131,-0.20969999,-0.041300002
INVH,Invitation Homes Inc.,15994077184,real-estate,reit-residential,24.844036,0.044221483,38.093094,-0.07975669,-0.028157566,0.2769,-0.1066,-0.0885,0.0529
IP,International Paper Company,18709704704,consumer-cyclical,packaging-containers,0.0,0.053576604,11.751324,-0.091353275,-0.076080166,7.6714,1.2533001,1.7455001,11.1876
IQV,"IQVIA Holdings, Inc.",44422250496,healthcare,diagnostics-research,33.525467,0.0,18.664572,0.118260115,0.3253564,0.0877,0.1153,0.091000006,0.067
IR,Ingersoll Rand Inc.,28056238080,industrials,specialty-industrial-machinery,29.880163,0.0016706111,18.459284,-0.100425005,-0.11624965,0.0645,0.1017,0.0494,0.0654
IRM,Iron Mountain Incorporated (Del,34798481408,real-estate,reit-specialty,82.90071,0.029534724,42.845573,-0.0342431,0.05468739,0.1676,0.1028,0.1295,0.1033
ISRG,"Intuitive Surgical, Inc.",143902375936,healthcare,medical-instruments-supplies,46.00802,0.0,33.217358,0.07539923,-0.11745769,0.20709999,0.121700004,0.0996,0.1243
IT,"Gartner, Inc.",11576470528,technology,information-technology-services,16.4708,0.0,11.206277,0.061496418,0.04465218,0.0996,0.1297,0.0324,0.0023999999
ITW,Illinois Tool Works Inc.,76189696000,industrials,specialty-industrial-machinery,24.209953,0.023903199,21.572853,-0.044297725,-0.0013955932,0.091400005,0.082600005,0.0587,0.0964
IVZ,Invesco Ltd,13854262272,financial-services,asset-management,0.0,0.027841467,9.598972,0.006033637,0.1376923,0.3849,0.16280001,0.2085,0.2776
J,Jacobs Solutions Inc.,16825469952,industrials,engineering-construction,47.760796,0.009483961,17.40678,0.016953407,0.08058175,0.1879,0.136,0.2157,0.19870001
JBHT,"J.B. Hunt Transport Services, I",22179891200,industrials,integrated-freight-logistics,33.64245,0.007598719,23.522627,-0.13221544,-0.022163508,0.24520001,0.3175,0.14109999,0.169
JBL,Jabil Inc.,31820695552,technology,electronic-components,37.95875,0.0010681977,18.036797,-0.047259502,0.021087393,0.3092,0.3189,0.2359,0.2712
JCI,Johnson Controls International ,87941537792,industrials,building-products-equipment,40.895775,0.011198208,23.906914,0.0033657437,0.06778963,0.3469,0.1991,0.2502,0.2518
JKHY,"Jack Henry & Associates, Inc.",10626267136,technology,information-technology-services,21.713467,0.015369712,19.298819,-0.040472895,-0.049259868,0.0913,0.0867,0.0789,0.0587
JNJ,Johnson & Johnson,649395372032,healthcare,drug-manufacturers-general,31.29733,0.019408125,22.20053,0.023485474,0.12910126,0.026300002,0.096099995,-0.1238,0.2065
JPM,JP Morgan Chase & Co.,935787888640,financial-services,banks-diversified,15.096055,0.017159035,14.088368,-0.0032814266,0.09828588,0.22459999,0.0342,0.16059999,0.2849
KDP,Keurig Dr Pepper Inc.,41668493312,consumer-defensive,beverages-non-alcoholic,30.929293,0.029715763,12.080421,-0.017348826,0.044297412,0.118599996,0.105399996,0.1516,0.16700001
KEY,KeyCorp,22270973952,financial-services,banks-regional,12.204679,0.03940413,9.767445,-0.06885226,-0.032802228,0.2195,0.1681,0.1157,0.1925
KEYS,Keysight Technologies Inc.,58228813824,technology,scientific-technical-instruments,46.22027,0.0,24.656906,0.04821809,0.15958747,0.6025,0.20899999,0.76989996,0.493
KHC,The Kraft Heinz Company,28898525184,consumer-defensive,packaged-foods,0.0,0.06549325,11.66827,-0.04150963,0.015393461,-0.2117,0.019,-0.305,-0.2709
KIM,Kimco Realty Corporation (HC),15119593472,real-estate,reit-retail,26.209303,0.04571682,25.613638,-0.080427855,-0.026852155,0.1518,0.0292,0.0999,0.0932
KKR,KKR & Co. Inc.,93125632000,financial-services,asset-management,32.214058,0.007691529,13.608811,-0.03039127,-0.03857936,0.29799998,0.1721,0.1412,0.52669996
KLAC,KLA Corporation,240365420544,technology,semiconductor-equipment-materials,50.265026,0.0045200293,27.436138,-0.04552644,0.05557173,0.45069999,0.2293,0.3377,0.5374
KMB,Kimberly-Clark Corporation,32506273792,consumer-defensive,household-personal-products,19.316206,0.051910892,13.065517,-0.09037949,-0.050453044,-0.0185,0.012200001,-0.1178,-0.1073
KMI,"Kinder Morgan, Inc.",70634160128,energy,oil-gas-midstream,20.464516,0.037060298,20.514147,-0.0016681271,0.014411853,0.2057,-0.0135,0.1384,-0.0046
KO,Coca-Cola Company (The),374838067200,consumer-defensive,beverages-non-alcoholic,26.162163,0.023569405,24.705221,0.00079500984,0.10042728,0.1005,0.0681,0.0719,0.0269
KR,Kroger Company (The),35575238656,consumer-defensive,grocery-stores,32.264862,0.024,10.82851,0.029315345,-0.063362345,0.070700005,0.0615,0.0121,0.0614
KVUE,Kenvue Inc.,33940068352,consumer-defensive,household-personal-products,20.788235,0.04715909,14.252184,-0.065810926,-0.018627726,0.0947,0.048600003,0.0519,-0.012999999
L,Loews Corporation,21822658560,financial-services,insurance-property-casualty,13.09816,0.002319755,36.810345,-0.05220972,-0.01993776,0.0,0.0,0.0,0.0
LDOS,"Leidos Holdings, Inc.",16091865088,technology,information-technology-services,11.972922,0.013235179,10.057017,0.007072967,-0.1478843,0.0341,0.028299998,-0.00029999999,0.0813
LEN,Lennar Corporation,18809092096,consumer-cyclical,residential-construction,14.787879,0.026167735,14.447676,-0.07191911,-0.18954715,-0.3859,0.0648,-0.2925,-0.2597
LH,Labcorp Holdings Inc.,26032287744,healthcare,diagnostics-research,26.55004,0.008980076,16.179976,0.024039848,0.15466788,0.116000004,0.0813,0.11270001,0.0936
LHX,"L3Harris Technologies, Inc.",45981974528,industrials,aerospace-defense,24.967642,0.019814793,18.237978,-0.10110845,-0.21050465,0.1287,0.1179,0.122700006,0.1375
LII,"Lennox International, Inc.",12567645184,industrials,building-products-equipment,16.147425,0.01464243,13.912461,-0.16998771,-0.26304328,0.0194,0.1071,0.071100004,0.138
LIN,Linde plc,210898419712,basic-materials,specialty-chemicals,29.478092,0.013466551,23.395288,-0.06575643,-0.052563783,0.0859,0.1083,0.0729,0.319
LITE,Lumentum Holdings Inc.,85617754112,technology,communication-equipment,0.0,0.0,24.040293,0.13390523,0.33733058,1.4994999,0.8322,2.8258,2.0057
LLY,Eli Lilly and Company,1038780596224,healthcare,drug-manufacturers-general,39.155968,0.0056031155,24.60463,-0.010591468,0.09241197,0.5172,0.2889,0.4067,0.3234
LMT,Lockheed Martin Corporation,123565375488,industrials,aerospace-defense,19.756458,0.02559151,16.346031,-0.037972897,-0.04418553,0.4184,0.0747,0.072,0.45330003
LNT,Alliant Energy Corporation,16845727744,utilities,utilities-regulated-electric,20.560127,0.031781115,17.627636,-0.07627258,-0.076804824,0.0634,0.0764,0.0934,0.3455
LOW,"Lowe's Companies, Inc.",107150090240,consumer-cyclical,home-improvement-retail,16.130068,0.025196113,14.6590605,-0.08627168,-0.18567528,0.0029,0.0579,-0.0577,-0.0028
LRCX,Lam Research Corporation,378249314304,technology,semiconductor-equipment-materials,52.479164,0.0036097325,25.942682,-0.016594399,0.13128673,0.6337,0.22549999,0.72940004,0.8153
LULU,lululemon athletica inc.,11214925824,consumer-cyclical,apparel-retail,8.337449,0.0,11.716117,-0.12206808,-0.3220969,-0.2738,-0.0916,-0.5999,-0.19489999
LUV,Southwest Airlines Company,20434227200,industrials,airlines,26.10625,0.017569548,8.921573,-0.038319815,-0.036275234,2.4815,0.44599998,4.3635,1.2649
LVS,Las Vegas Sands Corp.,26076448768,consumer-cyclical,resorts-casinos,15.6046505,0.028764382,11.467472,-0.11105813,-0.2422147,0.026800001,0.1359,-0.0424,0.0042
LYB,LyondellBasell Industries NV,19459807232,basic-materials,specialty-chemicals,0.0,0.06652672,9.35626,-0.035233777,-0.017483525,4.3672,-0.2944,1.6671001,7.7477
LYV,"Live Nation Entertainment, Inc.",39412088832,communication-services,entertainment,0.0,0.0,89.6033,-0.055897277,0.042793117,-0.84300005,5.2687,1.1208,-0.139
MA,Mastercard Incorporated,497267048448,financial-services,credit-services,31.18956,0.005962069,24.653841,0.00244911,0.06761861,0.1717,0.15529999,0.1761,0.0862
MAA,Mid-America Apartment Communiti,14140036096,real-estate,reit-residential,34.65306,0.051206592,36.242554,-0.09214926,-0.098149635,-0.0117,-0.1595,-0.0719,0.8139
MAR,Marriott International,89354174464,consumer-cyclical,lodging,35.47205,0.008084503,26.04419,-0.03404493,-0.011113594,0.17,0.122200005,0.1443,0.173
MAS,Masco Corporation,13357475840,industrials,building-products-equipment,15.608294,0.018513078,14.550281,-0.08578554,-0.030811211,0.1444,0.0273,0.0647,0.0219
MCD,McDonald's Corporation,175410184192,consumer-cyclical,restaurants,20.136475,0.029608442,17.773928,-0.06602899,-0.15536089,0.059299998,0.081599995,0.0556,0.058000002
MCHP,Microchip Technology Incorporat,40606191616,technology,semiconductors,109.97059,0.024839636,16.380623,-0.030088292,-0.044982806,1.2237,0.2518,1.6687,1.1368
MCK,McKesson Corporation,103353851904,healthcare,medical-distribution,23.791466,0.0037500714,17.564573,0.022847708,0.050131764,0.14140001,0.1305,0.091400005,0.1815
MCO,Moody's Corporation,80913620992,financial-services,financial-data-stock-exchanges,29.683609,0.008408204,24.689087,-0.04315724,-0.011432678,0.1357,0.1153,0.082399994,0.0064999997
MDLZ,"Mondelez International, Inc.",76795453440,consumer-defensive,confectioners,22.040293,0.032867707,17.906778,-0.02912782,0.013774442,0.044,0.1022,-0.0221,0.3033
MDT,Medtronic plc.,117360902144,healthcare,medical-devices,22.598522,0.030934548,14.321929,0.03441123,0.02789434,0.080299996,0.072399996,-0.0211,0.047
MET,"MetLife, Inc.",61412491264,financial-services,insurance-life,18.51341,0.023650043,8.849347,0.008284109,0.16548462,0.1153,0.1089,0.0761,0.045
META,"Meta Platforms, Inc.",1888326254592,communication-services,internet-content-information,27.908321,0.0031568266,21.275885,0.2203994,0.18759094,0.3342,0.0808,5.2194,-0.074
MGM,MGM Resorts International,9909117952,consumer-cyclical,resorts-casinos,23.472727,0.0,18.745916,-0.10976159,-0.028792698,-0.4344,0.103599995,-0.034,-0.6871
MKC,"McCormick & Company, Incorporat",13144152064,consumer-defensive,packaged-foods,8.134775,0.038177337,14.833851,-0.07061716,-0.13277468,0.0293,0.0674,-0.1103,0.026099999
MLM,"Martin Marietta Materials, Inc.",35486257152,basic-materials,building-materials,32.5306,0.006766672,24.082201,-0.069570586,-0.16195276,-0.074099995,0.1737,-0.073,0.093100004
MMM,3M Company,85078728704,industrials,conglomerates,29.354094,0.018204834,16.85991,-0.043563418,0.0266712,0.1097,0.094,0.0929,0.1
MNST,Monster Beverage Corporation,86198280192,consumer-defensive,beverages-non-alcoholic,40.740738,0.0,33.60985,-0.055494044,0.045090906,0.1866,0.1373,0.1233,0.1976
MO,"Altria Group, Inc.",114427543552,consumer-defensive,tobacco,14.427368,0.060989644,11.686502,-0.010171285,0.024788214,0.047399998,0.032899998,0.0398,0.0545
MOS,Mosaic Company (The),7651748352,basic-materials,agricultural-inputs,0.0,0.035947714,15.385402,0.026167924,-0.020248331,-0.8268,2.9791,-0.95199996,-0.0883
MPC,Marathon Petroleum Corporation,112998268928,energy,oil-gas-refining-marketing,13.947313,0.009414201,9.247759,0.15939477,0.60142386,4.169,-0.21540001,6.3002,2.3407001
MPWR,"Monolithic Power Systems, Inc.",62789029888,technology,semiconductors,77.717766,0.0058466084,36.640503,-0.019481733,0.011145466,0.5437,0.2712,0.62810004,0.6863
MRK,"Merck & Company, Inc.",368842145792,healthcare,drug-manufacturers-general,119.6,0.022605024,15.653565,0.084353305,0.24109648,-0.6943,2.4791,-0.14310001,-0.0418
MRNA,"Moderna, Inc.",69043855360,healthcare,biotechnology,0.0,0.0,-38.698303,0.76169896,1.8703103,-0.1547,0.42900002,-1.5279,0.17459999
MRSH,Marsh,82423930880,financial-services,insurance-brokers,21.089134,0.02108451,15.137108,-0.06951186,-0.02848998,0.072,0.0917,0.0671,0.0514
MS,Morgan Stanley,323725099008,financial-services,capital-markets,16.649433,0.020485735,15.108811,-0.03829374,0.06821479,0.2711,0.0541,0.1277,0.0988
MSCI,MSCI Inc.,40637116416,financial-services,financial-data-stock-exchanges,30.54481,0.013927325,24.846035,-0.022390049,-0.02382962,0.1424,0.1396,0.1237,0.1109
MSFT,Microsoft Corporation,3724727812096,technology,software-infrastructure,27.913746,0.007371704,21.18654,0.07947262,0.16220187,0.1435,0.19399999,0.144,0.16459998
MSI,"Motorola Solutions, Inc.",76352217088,technology,communication-equipment,36.298977,0.010290622,23.842894,0.018496089,0.08075754,0.1533,0.090900004,0.0936,0.199
MTB,M&T Bank Corporation,32776714240,financial-services,banks-regional,12.014823,0.026395671,10.763816,-0.07009674,0.018439973,0.1377,0.09020001,0.0247,0.0659
MTD,"Mettler-Toledo International, I",28661096448,healthcare,diagnostics-research,32.20261,0.0,27.670616,0.044415466,0.08852538,0.1079,0.092,0.083900005,0.1142
MU,"Micron Technology, Inc.",1179041267712,technology,semiconductors,23.571009,0.00052175624,6.5688252,0.12585825,0.6308145,7.8683,1.1617,9.3867,6.4297
NCLH,Norwegian Cruise Line Holdings ,6538834944,consumer-cyclical,travel-services,8.630303,0.0,8.415031,-0.19868548,-0.2768288,-0.2717,0.1013,-0.2531,-1.2807001
NDAQ,"Nasdaq, Inc.",52929564672,financial-services,financial-data-stock-exchanges,27.606415,0.011973487,20.235415,0.0028850543,0.045702174,0.1882,0.13159999,0.16690001,0.1284
NDSN,Nordson Corporation,17509097472,industrials,specialty-industrial-machinery,31.816801,0.010527329,24.212694,0.020314122,0.11194735,0.1666,0.0868,0.14029999,0.098500006
NEE,"NextEra Energy, Inc.",166106447872,utilities,utilities-regulated-electric,17.894382,0.02956381,18.113493,-0.06834558,-0.09180808,0.0919,0.085200004,0.0422,0.15609999
NEM,Newmont Corporation,129656840192,basic-materials,gold,15.497481,0.008346163,12.0156975,0.09329387,0.116591,0.3366,0.111999996,0.1362,-0.1173
NFLX,"Netflix, Inc.",305466605568,communication-services,entertainment,23.069181,0.0,19.210123,-0.03113164,-0.14180513,0.41669998,0.0641,0.4009,0.3027
NI,NiSource Inc,19431776256,utilities,utilities-regulated-gas,21.553192,0.014292754,17.983711,-0.058668252,-0.09871634,0.0801,0.0979,0.1322,0.21620001
NKE,"Nike, Inc.",53554302976,consumer-cyclical,footwear-accessories,17.190475,0.045902565,15.838751,-0.107522555,-0.28118652,-0.1943,0.2919,-0.08939999,-0.025799999
NOC,Northrop Grumman Corporation,74818912256,industrials,aerospace-defense,16.724674,0.017823622,17.295912,-0.030176397,-0.12375333,0.1008,0.050100002,-0.066599995,0.108500004
NOW,"ServiceNow, Inc.",142342111232,technology,software-application,86.049995,0.0,27.505688,0.12244677,0.17282599,0.1586,0.2308,0.0638,0.2722
NRG,"NRG Energy, Inc.",21710538752,utilities,utilities-independent-power-producers,26.895834,0.01799151,9.230346,-0.15163325,-0.28374526,0.0719,0.26680002,0.031600002,1.5685
NSC,Norfolk Southern Corporation,69419712512,industrials,railroads,26.37116,0.017188694,21.581413,-0.07850274,-0.0045931246,0.0381,0.1046,0.0871,0.0011
NTAP,"NetApp, Inc.",38920425472,technology,software-infrastructure,27.987288,0.010516204,17.817738,0.07493806,0.47498664,0.2307,0.111499995,0.2681,0.1163
NTRS,Northern Trust Corporation,32739911680,financial-services,asset-management,15.373711,0.017988645,14.117062,-0.030506914,0.1122834,0.45970002,-0.0159,0.2292,0.21360001
NUE,Nucor Corporation,54994665472,basic-materials,steel,19.361021,0.008978179,12.261993,-0.04670667,0.15061085,1.4817,0.0332,1.2282,1.9371
NVDA,NVIDIA Corporation,5490544738304,technology,semiconductors,28.745892,0.0012597291,14.498844,0.061171643,0.14619485,0.9512,0.685,0.90269995,0.6932
NVR,"NVR, Inc.",16574955520,consumer-cyclical,residential-construction,16.07436,0.0,15.114765,-0.02189185,-0.08394224,-0.1728,0.1339,-0.070300005,-0.1166
NWS,News Corporation,17614815232,communication-services,entertainment,31.902914,0.006119951,21.736832,-0.0012886707,0.0934162,0.1183,0.1456,0.18129998,0.1769
NWSA,News Corporation,15920876544,communication-services,entertainment,28.834953,0.0067159166,19.646496,0.019385494,0.12434418,0.1183,0.1456,0.18129998,0.1769
NXPI,NXP Semiconductors N.V.,58605477888,technology,semiconductors,19.830204,0.017790254,12.8438015,-0.034238968,-0.052364394,0.2751,0.2016,0.3197,0.289
O,Realty Income Corporation,53603254272,real-estate,reit-retail,41.350365,0.05709495,36.477318,-0.09342009,-0.085421465,0.2905,-0.0427,0.216,0.2872
ODFL,"Old Dominion Freight Line, Inc.",36469317632,industrials,trucking,33.658348,0.006589595,26.367546,-0.15521398,-0.1172305,0.2008,0.13520001,0.24540001,0.3025
OKE,"ONEOK, Inc.",57871568896,energy,oil-gas-midstream,15.854923,0.045367,14.719205,-0.0115704425,0.067144066,0.0664,0.0573,0.036199998,-0.023599999
OMC,Omnicom Group Inc.,20737810432,communication-services,advertising-agencies,204.29729,0.04048583,6.4364343,-0.090094976,-0.03486569,0.2216,0.1114,0.1424,0.2447
ON,ON Semiconductor Corporation,27921932288,technology,semiconductors,46.87582,0.0,15.835376,-0.09839695,-0.09664923,0.36290002,0.4141,0.38729998,0.49130002
ORCL,Oracle Corporation,449206222848,technology,software-infrastructure,23.285265,0.013549217,13.508904,0.053599104,-0.10641251,0.067,0.3508,0.1825,0.1297
ORLY,"O'Reilly Automotive, Inc.",67046666240,consumer-cyclical,auto-parts,26.31111,0.0,22.692673,-0.06320647,-0.094285846,0.1042,0.112799995,0.088199995,0.0933
OTIS,Otis Worldwide Corporation,25367803904,industrials,specialty-industrial-machinery,17.131105,0.024810277,14.677767,-0.07094756,-0.1579283,-0.0025,0.1238,-0.0392,0.1041
OXY,Occidental Petroleum Corporatio,57229238272,energy,oil-gas-e-p,16.887905,0.016995242,14.2459,-0.01374725,0.07483879,1.7462,-0.3352,1.0371,3.8166
PANW,"Palo Alto Networks, Inc.",304099688448,technology,software-infrastructure,929.4,0.0,76.194855,0.053803638,0.5452753,0.090900004,0.4025,0.0446,-0.2936
PAYX,"Paychex, Inc.",40941314048,technology,software-application,23.519428,0.03814362,17.987091,-0.030934876,0.10271891,0.081599995,0.0729,0.082100004,0.0775
PCAR,PACCAR Inc.,60389855232,industrials,farm-heavy-construction-machinery,24.153685,0.011545753,15.880465,-0.10078171,-0.04935278,0.32639998,0.20729999,0.42990002,0.65940005
PCG,Pacific Gas & Electric Co.,38850625536,utilities,utilities-regulated-electric,9.309352,0.013257576,7.1824245,-0.2155484,-0.22362949,0.0983,0.0936,-0.1573,0.090900004
PEG,Public Service Enterprise Group,34545491968,utilities,utilities-regulated-electric,17.241293,0.0372653,14.833855,-0.08180437,-0.12788102,0.0791,0.0691,0.0423,0.113400005
PEP,"Pepsico, Inc.",177019928576,consumer-defensive,beverages-non-alcoholic,16.984272,0.04430058,14.438369,-0.06507871,-0.125811,0.051599998,0.048600003,0.0042,0.078099996
PFE,"Pfizer, Inc.",158108942336,healthcare,drug-manufacturers-general,36.5,0.06218366,9.575422,0.042042304,0.055858906,-0.076,-0.026300002,-0.1277,0.073
PFG,Principal Financial Group Inc,24936767488,financial-services,asset-management,16.567568,0.027109714,11.2104435,0.027942529,0.16086797,0.1545,0.088199995,0.1886,0.1433
PG,Procter & Gamble Company (The),339295993856,consumer-defensive,household-personal-products,22.066465,0.029093517,19.741076,-0.00026963014,-0.009356145,0.012999999,0.0602,-0.051799998,0.0005
PGR,Progressive Corporation (The),123184095232,financial-services,insurance-property-casualty,10.643931,0.0018737119,13.037383,-0.015580726,0.009811228,-0.0111,-0.09770001,0.0202,-0.1129
PH,Parker-Hannifin Corporation,120837128192,industrials,specialty-industrial-machinery,33.6318,0.007842805,24.37535,-0.028964568,0.018891342,0.0954,0.1106,0.126,0.106400006
PHM,"PulteGroup, Inc.",22662162432,consumer-cyclical,residential-construction,12.152196,0.0085280575,10.600695,-0.058504555,-0.04901296,-0.0874,0.105500005,-0.107,0.2784
PKG,Packaging Corporation of Americ,21233014784,consumer-cyclical,packaging-containers,30.94935,0.022554452,18.164246,-0.014747171,0.060571525,0.0623,0.2551,0.0647,0.2069
PLD,"Prologis, Inc.",132029456384,real-estate,reit-industrial,30.249447,0.030851379,39.8884,-0.03892146,-0.013969003,-0.040999997,0.0225,-0.0094,-0.4724
PLTR,Palantir Technologies Inc.,439975968768,technology,software-infrastructure,156.48718,0.0,78.81653,0.15689954,0.20650263,1.1431,0.4452,0.96989995,0.8552
PM,Philip Morris International Inc,292208836608,consumer-defensive,tobacco,25.752747,0.03117379,20.413696,-0.009312952,0.0655272,0.1137,0.0937,0.0364,0.1519
PNC,"PNC Financial Services Group, I",93053616128,financial-services,banks-regional,12.844163,0.029163273,10.898162,-0.05797086,0.027535733,0.1392,0.1378,0.1237,0.044699997
PNR,Pentair plc.,8902488064,industrials,specialty-industrial-machinery,14.376287,0.018597998,10.792174,-0.12344666,-0.3326518,-0.0552,0.111899994,-0.1331,0.026700001
PNW,Pinnacle West Capital Corporati,11308913664,utilities,utilities-regulated-electric,17.909788,0.038477868,16.764252,-0.07428536,-0.05552521,-0.0673,0.19770001,-0.070199996,-2.3846002
PODD,Insulet Corporation,9746345984,healthcare,medical-devices,26.365854,0.0,18.224945,-0.06725981,-0.30313075,0.3084,0.1858,0.27989998,0.188
POOL,Pool Corporation,6102338560,industrials,industrial-distribution,15.433824,0.030066682,14.213428,-0.11773454,-0.20975477,0.025,0.074200004,-0.0093,-0.056999996
PPG,"PPG Industries, Inc.",23325939712,basic-materials,specialty-chemicals,15.05452,0.027171833,12.112236,-0.07209423,-0.060949646,0.0418,0.096999995,0.0026,0.1263
